"X1" "X2" "cl" "nbases" "wilks.lambda" ".sample"
1.09454736512045 1.431712489447 "1" 124 0.00039794400643247 1
-1.45623292950898 0.595409845411383 "2" 124 0.00039794400643247 1
0.901140600877407 1.18431435518612 "1" 124 0.00039794400643247 1
0.554687187282623 -1.94869564200855 "3" 124 0.00039794400643247 1
-1.40559872804558 0.679539934196228 "2" 124 0.00039794400643247 1
0.73227483380258 1.24858036944851 "1" 124 0.00039794400643247 1
1.62521781735252 1.46330575189077 "1" 124 0.00039794400643247 1
0.37160874494406 -2.03212376222171 "3" 124 0.00039794400643247 1
1.42431054986334 1.32842316666881 "1" 124 0.00039794400643247 1
0.705581662490045 1.35738723113233 "1" 124 0.00039794400643247 1
-1.44672757545392 0.725959815097726 "2" 124 0.00039794400643247 1
0.953459341031428 -1.87847584683012 "3" 124 0.00039794400643247 1
0.813451541656245 -1.75818914475282 "3" 124 0.00039794400643247 1
0.792394130023601 1.22871364766071 "1" 124 0.00039794400643247 1
-1.63787487768996 0.461868788009493 "2" 124 0.00039794400643247 1
-1.4177349849053 0.595258014760721 "2" 124 0.00039794400643247 1
0.537624085622856 -1.94953304177137 "3" 124 0.00039794400643247 1
-0.950857159060856 0.631724612817681 "2" 124 0.00039794400643247 1
0.321838468805724 1.08784993620493 "1" 124 0.00039794400643247 1
0.717152730610637 -2.14001931469582 "3" 124 0.00039794400643247 1
0.81237803668429 -1.6120100438502 "3" 124 0.00039794400643247 1
-1.647808319332 0.62114706552858 "2" 124 0.00039794400643247 1
0.408859567914314 -1.89966703407574 "3" 124 0.00039794400643247 1
0.124045953917584 -1.88799617336332 "3" 124 0.00039794400643247 1
0.623783507985728 1.35136881615566 "1" 124 0.00039794400643247 1
-1.43062421025673 0.668609056261022 "2" 124 0.00039794400643247 1
0.943833913088159 1.15604172944515 "1" 124 0.00039794400643247 1
-1.66451825921347 0.635057665853794 "2" 124 0.00039794400643247 1
-1.45120317918643 0.539890403220485 "2" 124 0.00039794400643247 1
0.0509901835796436 -1.88545269082746 "3" 124 0.00039794400643247 1
-1.85648161210637 0.152086963190221 "2" 76 0.000404948184880925 2
0.0425961246726173 -1.61458562412811 "1" 76 0.000404948184880925 2
-1.79375563120741 0.559437737482905 "2" 76 0.000404948184880925 2
1.49476307440189 1.39549775616768 "3" 76 0.000404948184880925 2
0.216409090296266 -2.01703175538155 "1" 76 0.000404948184880925 2
1.44451874883681 1.3312062242102 "3" 76 0.000404948184880925 2
-1.95433216890326 0.628126276526526 "2" 76 0.000404948184880925 2
-1.60176258379816 0.361110006568033 "2" 76 0.000404948184880925 2
2.09185431688944 1.36179110041011 "3" 76 0.000404948184880925 2
-1.36659267106017 0.427352455910708 "2" 76 0.000404948184880925 2
-1.8023049696802 0.337861367736757 "2" 76 0.000404948184880925 2
1.51020908843844 1.38071653713759 "3" 76 0.000404948184880925 2
0.153789618116268 -1.75265340512379 "1" 76 0.000404948184880925 2
0.719317098592737 1.78378594207306 "3" 76 0.000404948184880925 2
1.52444458009168 1.43831945245528 "3" 76 0.000404948184880925 2
-0.369271416886742 -1.64786449012332 "1" 76 0.000404948184880925 2
1.67353766499696 1.34138343000798 "3" 76 0.000404948184880925 2
-1.38380540129584 0.380446430042385 "2" 76 0.000404948184880925 2
-1.34527685708734 0.1306036833955 "2" 76 0.000404948184880925 2
0.138432231308789 -1.7891224921061 "1" 76 0.000404948184880925 2
0.212506276807322 -2.03568578937817 "1" 76 0.000404948184880925 2
1.60990843218899 1.44504290155109 "3" 76 0.000404948184880925 2
1.39533284108005 1.35336979569855 "3" 76 0.000404948184880925 2
0.194223846456254 -1.89088822003982 "1" 76 0.000404948184880925 2
0.22337080869252 -1.95164123065197 "1" 76 0.000404948184880925 2
1.79738788753075 1.12655519415726 "3" 76 0.000404948184880925 2
-1.58913936950119 0.775839426061263 "2" 76 0.000404948184880925 2
0.201846926387254 -1.78208278223466 "1" 76 0.000404948184880925 2
-1.72945548712389 0.721722326280026 "2" 76 0.000404948184880925 2
0.147729512865547 -1.95069921789562 "1" 76 0.000404948184880925 2
-2.02014352328176 0.0544177641890433 "1" 73 0.000497292741705401 3
-1.78170183916787 -0.0285749286361343 "1" 73 0.000497292741705401 3
-2.05295765774044 -0.0182694348038732 "1" 73 0.000497292741705401 3
-2.04026621536455 -0.0765931551108188 "1" 73 0.000497292741705401 3
-1.86751028316259 0.314252776145534 "1" 73 0.000497292741705401 3
-2.08413115487704 0.331856434399652 "1" 73 0.000497292741705401 3
-2.04031713870327 -0.169439612375043 "1" 73 0.000497292741705401 3
-1.70096446471501 0.373056575929184 "1" 73 0.000497292741705401 3
-1.99184667263123 -0.172797105350912 "1" 73 0.000497292741705401 3
-1.82142525967072 -0.00215717342117311 "1" 73 0.000497292741705401 3
0.721644135649356 -1.2248544601948 "2" 73 0.000497292741705401 3
0.588512614017139 -1.70178547687047 "2" 73 0.000497292741705401 3
1.02548977346118 -1.78891386106944 "2" 73 0.000497292741705401 3
0.393255487945915 -1.82647814985508 "2" 73 0.000497292741705401 3
1.01441240492217 -1.30044347603285 "2" 73 0.000497292741705401 3
1.03119616355918 -1.21938435091517 "2" 73 0.000497292741705401 3
0.308886307334073 -1.40451382430643 "2" 73 0.000497292741705401 3
