"X1" "X2" "cl" "nbases" ".sample"
"1" 0.192008598917781 -1.55784965112555 "2" 100 1
"2" 1.19980692989503 1.55674884241592 "3" 100 1
"3" 1.10742262733897 1.60164764049134 "3" 100 1
"4" -1.38743855657332 -0.100557183810391 "1" 100 1
"5" 0.229767234683329 -1.38052329222552 "2" 100 1
"6" 1.20125599498234 0.896238868647318 "3" 100 1
"7" 0.467329274230519 -1.98486683379972 "2" 100 1
"8" -1.91497326337468 0.0404079126812285 "1" 100 1
"9" -1.37143341860634 0.114157923854067 "1" 100 1
"10" 0.615232530298102 -1.54908769176474 "2" 100 1
"11" -1.30495834419441 0.0154624904160916 "1" 100 1
"12" 1.19933233306259 1.25689320194544 "3" 100 1
"13" -1.75010179038425 -0.07816941163925 "1" 100 1
"14" 0.533797516687978 -1.62025550145049 "2" 100 1
"15" -1.36076974737473 0.549065367604032 "1" 100 1
"16" -1.70191373210711 0.545438713832047 "1" 100 1
"17" 0.0954606417203787 -1.16062444007038 "2" 100 1
"18" 0.450802700620748 -1.45714637206285 "2" 100 1
"19" 0.987497583013448 1.48356680048538 "3" 100 1
"20" 0.909208033485593 -1.73581709380036 "2" 100 1
"21" -1.71713243636071 0.0624605945526035 "1" 100 1
"22" 1.25635986601955 1.41275614205418 "3" 100 1
"23" 0.882649896467727 1.59510081055239 "3" 100 1
"24" 1.12568191177394 1.43390693867807 "3" 100 1
"25" -1.94814035148676 0.234067354710897 "1" 100 1
"26" -1.26113708532257 0.0971992463016085 "1" 100 1
"27" 0.529288258653408 -1.68284365691549 "2" 100 1
"28" 1.2269533946245 1.44376316022795 "3" 100 1
"29" 0.349143205069098 -1.28410021986741 "2" 100 1
"30" 1.15900019423985 1.2529593390816 "3" 100 1
"31" -1.20822072941948 0.607556630452066 "2" 113 2
"32" -0.922566793645956 1.49199713026596 "2" 113 2
"33" 1.66712909696528 0.364101844769248 "1" 113 2
"34" -1.04446877956345 1.31796160924676 "2" 113 2
"35" 1.487902573857 0.154652651770151 "1" 113 2
"36" -0.839974929457269 -1.07179660432511 "3" 113 2
"37" -0.906549041699398 -1.45426731422405 "3" 113 2
"38" -0.361807716631528 -1.79920843126123 "3" 113 2
"39" -0.479359199362746 -1.91940248719653 "3" 113 2
"40" -0.61838116236868 -1.64862251943979 "3" 113 2
"41" 1.76863807525606 0.325250571493106 "1" 113 2
"42" -1.12646785746338 1.08549738499386 "2" 113 2
"43" -0.763378945392812 1.23891135610106 "2" 113 2
"44" -0.905476654257421 -1.37585623146708 "3" 113 2
"45" 1.94667359614142 0.273567585481212 "1" 113 2
