"x" "cl" "nbases" ".sample"
1.02376143252351 "2" 68 1
0.871257819092962 "2" 68 1
0.510360196095191 "2" 68 1
0.68986207222554 "2" 68 1
0.867561617172935 "2" 68 1
1.3891774355832 "2" 68 1
0.642966609087114 "2" 68 1
0.54576457550806 "2" 68 1
1.21364096310532 "2" 68 1
0.747627903074118 "2" 68 1
0.976621404585839 "2" 68 1
0.98563776853585 "2" 68 1
0.869292939358371 "2" 68 1
0.752747174059834 "2" 68 1
0.118071786300008 "2" 68 1
-0.891201272703576 "1" 68 1
-0.659959695465261 "1" 68 1
-0.940302834383312 "1" 68 1
-0.404688976566486 "1" 68 1
-0.248906676974525 "1" 68 1
-1.15640517548773 "1" 68 1
-0.341629723178121 "1" 68 1
-1.17461189413111 "1" 68 1
-0.866922529344096 "1" 68 1
-1.09113043806225 "1" 68 1
-0.503620231842795 "1" 68 1
-1.48993362608036 "1" 68 1
-1.36576216114777 "1" 68 1
-0.390854079166113 "1" 68 1
-0.678422381774339 "1" 68 1
-1.22505237685105 "1" 77 2
-0.0968862941039035 "1" 77 2
-0.800632926137846 "1" 77 2
-1.90842170907231 "1" 77 2
-0.731299321922675 "1" 77 2
-0.780478833165226 "1" 77 2
-0.592041898046595 "1" 77 2
-0.861232631683426 "1" 77 2
-0.808413667853068 "1" 77 2
-1.08072466264216 "1" 77 2
-1.45545664146455 "1" 77 2
-0.890530609439809 "1" 77 2
-1.09929849702772 "1" 77 2
-0.360654886835437 "1" 77 2
-1.28884808523411 "1" 77 2
1.35293667223357 "2" 77 2
0.745429340437225 "2" 77 2
0.644151389904966 "2" 77 2
0.682418095313405 "2" 77 2
0.982593770429923 "2" 77 2
0.334595837442352 "2" 77 2
0.513968141684089 "2" 77 2
1.18318023704795 "2" 77 2
0.993672265706633 "2" 77 2
1.34721637700515 "2" 77 2
0.945688520448412 "2" 77 2
0.692324271071381 "2" 77 2
1.04911519621806 "2" 77 2
1.70046899204465 "2" 77 2
0.812213934492114 "2" 77 2
1.70449049052322 "2" 67 3
0.494547658700373 "2" 67 3
0.565936757957807 "2" 67 3
0.740880829844277 "2" 67 3
0.508409048145029 "2" 67 3
0.270299927831493 "2" 67 3
0.70814773468663 "2" 67 3
0.591564134768222 "2" 67 3
1.53485715832226 "2" 67 3
0.984476431582063 "2" 67 3
1.00334973642005 "2" 67 3
1.18985191723133 "2" 67 3
1.24294786043613 "2" 67 3
0.394296798669904 "2" 67 3
1.84266049460281 "2" 67 3
-1.00288276987512 "1" 67 3
-0.706422049309946 "1" 67 3
-0.852831018574559 "1" 67 3
-0.67650884141701 "1" 67 3
-0.785478448134874 "1" 67 3
-0.418162912332161 "1" 67 3
-1.35741600935966 "1" 67 3
-1.38455654781313 "1" 67 3
-0.642476706267909 "1" 67 3
-0.530366085308786 "1" 67 3
-1.47167181900985 "1" 67 3
-0.791847245901213 "1" 67 3
-1.29338283570867 "1" 67 3
-0.777616726172162 "1" 67 3
-1.08509696453655 "1" 67 3
1.15408034891357 "2" 60 4
1.33792699707747 "2" 60 4
1.03239376741481 "2" 60 4
1.43624906793573 "2" 60 4
0.819986339411629 "2" 60 4
0.564073362519025 "2" 60 4
1.37569291761439 "2" 60 4
1.80797546243733 "2" 60 4
