"x" "cl" "nbases" ".sample"
"91" -1.64353041770438 "1" 88 1
"92" -1.67190668935265 "1" 88 1
"93" -1.67064467503598 "1" 88 1
"94" -1.48560857888927 "1" 88 1
"95" -1.59383800032752 "1" 88 1
"96" -1.62077544537191 "1" 88 1
"97" -1.72167498171893 "1" 88 1
"98" -1.60987486752489 "1" 88 1
"99" -1.84198466853769 "1" 88 1
"100" -1.71636021438192 "1" 88 1
"101" -1.63203841634639 "1" 88 1
"102" -1.77256468112143 "1" 88 1
"103" -1.82274717705364 "1" 88 1
"104" -1.79193651246887 "1" 88 1
"105" -1.42737270325003 "1" 88 1
"106" 1.60184348132463 "2" 88 1
"107" 1.87596166690103 "2" 88 1
"108" 1.55925448782226 "2" 88 1
"109" 1.72066106241795 "2" 88 1
"110" 1.76670453587311 "2" 88 1
"111" 1.74946368528749 "2" 88 1
"112" 1.65178971038976 "2" 88 1
"113" 1.70646023286258 "2" 88 1
"114" 1.57747432702973 "2" 88 1
"115" 1.6054765271991 "2" 88 1
"116" 1.59357282375716 "2" 88 1
"117" 1.66228035605625 "2" 88 1
"118" 1.71488075827465 "2" 88 1
"119" 1.64523319911548 "2" 88 1
"120" 1.59180117477433 "2" 88 1
"1" 1.3137167453524 "2" 95 2
"2" 1.3935810340941 "2" 95 2
"3" 1.48455614822117 "2" 95 2
"4" 1.39571587132721 "2" 95 2
"5" 1.35764166761687 "2" 95 2
"6" 1.1811537080627 "2" 95 2
"7" 1.0467791303076 "2" 95 2
"8" 1.25476081058808 "2" 95 2
"9" 1.43057091731779 "2" 95 2
"10" 1.41956501650987 "2" 95 2
"11" 1.20508278188102 "2" 95 2
"12" 0.986089050274289 "2" 95 2
"13" 1.11670980257702 "2" 95 2
"14" 1.42529705849726 "2" 95 2
"15" 1.44290209695056 "2" 95 2
"16" -1.06519773902336 "1" 95 2
"17" -1.5837510478469 "1" 95 2
"18" -1.69091622486994 "1" 95 2
"19" -1.51137539721545 "1" 95 2
"20" -1.26548038754242 "1" 95 2
"21" -1.37956176262617 "1" 95 2
"22" -1.18616103360498 "1" 95 2
"23" -1.09965965347865 "1" 95 2
"24" -0.91860402234227 "1" 95 2
"25" -1.07247878237053 "1" 95 2
"26" -1.37301423290091 "1" 95 2
"27" -1.52999057716424 "1" 95 2
"28" -1.19962397255774 "1" 95 2
"29" -1.29732873746811 "1" 95 2
"30" -1.28097826856628 "1" 95 2
"31" -1.340954005115 "1" 89 3
"32" -1.44631528144808 "1" 89 3
"33" -1.15919628099951 "1" 89 3
"34" -1.14388808667154 "1" 89 3
"35" -1.54114029446363 "1" 89 3
"36" -1.22977991301054 "1" 89 3
"37" -1.21690420644576 "1" 89 3
"38" -1.25527047025784 "1" 89 3
"39" -1.14892658628583 "1" 89 3
"40" -1.19948923894477 "1" 89 3
"41" -1.60839810298529 "1" 89 3
"42" -1.3555268995621 "1" 89 3
"43" -1.40616918830606 "1" 89 3
"44" -1.40798972267601 "1" 89 3
"45" -1.15179158292336 "1" 89 3
"46" 1.38529228607996 "2" 89 3
"47" 1.29006036467939 "2" 89 3
"48" 1.32468358673892 "2" 89 3
"49" 1.32699393496741 "2" 89 3
"50" 1.32859816299377 "2" 89 3
"51" 1.30588273000517 "2" 89 3
"52" 1.25722081161499 "2" 89 3
"53" 1.45977101042655 "2" 89 3
"54" 1.30384086557702 "2" 89 3
"55" 1.28252535978226 "2" 89 3
"56" 1.29604658748446 "2" 89 3
"57" 1.31402693540739 "2" 89 3
"58" 1.28940792938604 "2" 89 3
"59" 1.33587725691637 "2" 89 3
"60" 1.11151203803561 "2" 89 3
"61" -1.1667184209033 "1" 80 4
"62" -1.64553535238503 "1" 80 4
"63" -1.33955831900956 "1" 80 4
"64" -1.44620814992056 "1" 80 4
"65" -1.49092099383751 "1" 80 4
"66" -1.69643549987108 "1" 80 4
"67" -1.36909440059609 "1" 80 4
"68" -1.29267104784262 "1" 80 4
"69" -1.50353161643903 "1" 80 4
"70" -1.39486989558042 "1" 80 4
"71" -1.27645186281892 "1" 80 4
"72" -1.36738902855026 "1" 80 4
"73" -1.22349683589437 "1" 80 4
"74" -1.31032090296736 "1" 80 4
"75" -1.44338843529015 "1" 80 4
"76" 1.5389588838027 "2" 80 4
"77" 1.28542029072682 "2" 80 4
"78" 1.3201629484408 "2" 80 4
"79" 1.55178904739974 "2" 80 4
"80" 1.24789606638393 "2" 80 4
"81" 1.29682904382774 "2" 80 4
"82" 1.34083133458228 "2" 80 4
"83" 1.61722273711588 "2" 80 4
"84" 1.30762046078146 "2" 80 4
"85" 1.48632397102254 "2" 80 4
"86" 1.25958545023246 "2" 80 4
"87" 1.28188876644013 "2" 80 4
"88" 1.4636297490214 "2" 80 4
"89" 1.56223383464002 "2" 80 4
"90" 1.40619817748837 "2" 80 4
