"X1" "X2" "cl" "nbases" ".sample"
"1" 0.600886033773378 -0.796546806952385 "2" 102 1
"2" -1.01465540744276 0.132600985681497 "1" 102 1
"3" 0.835309616813769 1.26353853723814 "3" 102 1
"4" 0.85257621511103 -1.39961942770578 "2" 102 1
"5" -1.46613246724992 0.0417429303286325 "1" 102 1
"6" 0.603753765347739 1.48934391225198 "3" 102 1
"7" 0.581687727369452 1.16719804774237 "3" 102 1
"8" 0.843756523338886 1.30735683446264 "3" 102 1
"9" -1.23457810924315 -0.0577122869108201 "1" 102 1
"10" 0.497507754582039 -1.15571851808486 "2" 102 1
"11" 0.376391742568432 1.23966721889137 "3" 102 1
"12" 1.13757763488472 -0.894082494148778 "2" 102 1
"13" -1.40575708271817 -0.0565694526051844 "1" 102 1
"14" 0.738665790348031 -1.16028214185317 "2" 102 1
"15" -1.2546604171373 -0.0714089969158822 "1" 102 1
"16" 0.509028031963983 -1.58131764600827 "2" 102 1
"17" -1.43093626476999 0.0153707766945228 "1" 102 1
"18" 0.696407107406189 1.27596410031286 "3" 102 1
"19" 0.794866357727613 -0.858649653847223 "2" 102 1
"20" 0.392794251310275 1.07041551187358 "3" 102 1
"21" 0.599266435383329 -1.57838276316233 "2" 102 1
"22" -1.07593664033684 -0.412740857640246 "1" 102 1
"23" 0.298471652461429 1.13391866773322 "3" 102 1
"24" -1.65600207794562 -0.213203433068154 "1" 102 1
"25" 0.894485917571146 -0.90827336788735 "2" 102 1
"26" -0.896617861396198 0.181410727128091 "1" 102 1
"27" 0.588589635865825 1.87057846662937 "3" 102 1
"28" 1.26657027037373 -0.931889949926156 "2" 102 1
"29" 0.265715966088328 0.760732981205093 "3" 102 1
"30" -1.93903210204938 -0.873441901456773 "1" 102 1
"91" -1.50336758113619 -1.19278396460604 "1" 79 2
"92" -1.44147836571086 -0.713407932393521 "1" 79 2
"93" -1.74937529436681 -1.21089363345606 "1" 79 2
"94" -1.19100906934522 -1.15989098057316 "1" 79 2
"95" -0.749186611584069 -0.451078740502943 "1" 79 2
"96" -1.21049356579156 -1.25297938678366 "1" 79 2
"97" -1.33953795001188 -0.813031580645495 "1" 79 2
"98" -1.86099708555608 -1.37418943047903 "1" 79 2
"99" -1.72037891378644 -1.25012360357313 "1" 79 2
"100" -1.45458853623006 -0.984057437653851 "1" 79 2
"101" -0.795378625308553 1.38356289153799 "2" 79 2
"102" 0.451334939611907 2.10158444761287 "2" 79 2
"103" 0.321242205639444 2.15005631107365 "2" 79 2
"104" -0.459985914350633 1.83892494821566 "2" 79 2
"105" -0.265115349397065 1.24133346425677 "2" 79 2
"106" -0.251556612673046 1.76032181041305 "2" 79 2
"107" -0.705826186210761 1.91409485678176 "2" 79 2
"108" -0.348505815346978 2.30381834190349 "2" 79 2
"109" -0.00685957518860164 2.07954324570766 "2" 79 2
"110" -0.106418291898288 1.78146329007928 "2" 79 2
"111" 1.22533898631214 -0.82236071453923 "3" 79 2
"112" 1.31636996462025 -0.733677420386121 "3" 79 2
"113" 1.63194523918924 -1.00670610292442 "3" 79 2
"114" 2.00214078497395 -0.297263315661574 "3" 79 2
"115" 2.13914901077107 -0.849775924643023 "3" 79 2
"116" 1.52492090628567 -0.822426804349295 "3" 79 2
"117" 1.93360279303204 -1.23249541343912 "3" 79 2
"118" 1.67015516314663 -0.666807111501824 "3" 79 2
"119" 1.59420830371705 -0.827122294808892 "3" 79 2
"120" 1.34965104659371 -0.893631814661799 "3" 79 2
"31" 0.0944455396128243 -1.66403127233435 "1" 86 3
"32" -1.05569976693901 0.298209887672857 "3" 86 3
"33" -1.18214435591635 0.583248716787112 "3" 86 3
"34" 0.416533235880601 -1.31543484781906 "1" 86 3
"35" -1.35400948774262 0.110457037456226 "3" 86 3
"36" 0.0578127185906719 -1.08380350127647 "1" 86 3
"37" 0.96947367421092 0.428671770555065 "2" 86 3
"38" 1.2229325722775 1.3572276579404 "2" 86 3
"39" 0.476324822951667 0.838439464429646 "2" 86 3
"40" -1.11102298981221 0.460706413117346 "3" 86 3
"41" 0.371539046252731 -1.47377781245638 "1" 86 3
"42" 1.18559724356513 0.366553865971619 "2" 86 3
"43" 1.31164509722996 0.658684734609406 "2" 86 3
"44" 1.47084210046252 0.86943735312629 "2" 86 3
"45" 0.854119524110254 1.04792975552992 "2" 86 3
"46" -1.17147597970609 0.664480684532971 "3" 86 3
"47" 0.463814894942762 -1.85293338352759 "1" 86 3
"48" 0.494050109165274 -0.758874694458258 "1" 86 3
"49" 0.696074201598973 1.36795590032554 "2" 86 3
"50" 0.951476866492668 0.94065267182506 "2" 86 3
"51" -1.42967251090902 0.837476713691557 "3" 86 3
"52" 0.514244909271183 -1.28859520171738 "1" 86 3
"53" 0.474719275024272 -1.5524845883205 "1" 86 3
"54" -0.277803419873014 -0.720585762834983 "1" 86 3
"55" 0.132975823645406 -1.63101452155437 "1" 86 3
"56" -1.09097789358587 0.444650108069902 "3" 86 3
"57" -1.42163454021215 0.115120291977182 "3" 86 3
"58" 1.08939438908462 0.658613343560725 "2" 86 3
"59" -1.46078862136188 0.709348588495733 "3" 86 3
"60" -1.69278647831171 0.58367062662478 "3" 86 3
"61" 0.673027860740527 0.422807860034501 "2" 118 4
"62" -0.050257022437731 -1.47000661705607 "1" 118 4
"63" -0.16385244185048 0.283074318516431 "3" 118 4
"64" 0.306504895080063 -1.31838439045795 "1" 118 4
"65" -0.174032716949603 1.04004055989887 "3" 118 4
"66" 1.25599953566574 0.757994141981914 "2" 118 4
"67" -0.171899278817383 -1.17245289660465 "1" 118 4
"68" 1.27882397811134 0.496968545054078 "2" 118 4
"69" 1.35322400407813 0.532401670107525 "2" 118 4
"70" -0.545398581979909 -1.45474152726813 "1" 118 4
"71" 0.78939340277818 0.5983319163869 "2" 118 4
"72" -0.482372922239145 0.631798989160729 "3" 118 4
"73" -0.519968985771604 0.794930292455569 "3" 118 4
"74" 0.774355601161482 0.492033464387125 "2" 118 4
"75" 0.421553127973042 0.166673977515658 "2" 118 4
"76" -1.67828849043401 1.08797294196666 "3" 118 4
"77" -0.0607433642399108 -1.32547340872912 "1" 118 4
"78" -0.23268733976596 -1.45084645946188 "1" 118 4
"79" -0.613639255007276 -1.32712965995118 "1" 118 4
"80" -0.953577809051027 0.830847498392678 "3" 118 4
"81" -1.03094918092716 0.785403648263785 "3" 118 4
"82" 1.27542258510729 0.218284605847929 "2" 118 4
"83" -0.46423558874215 -1.00977147588746 "1" 118 4
"84" -1.13730544608679 0.831574541696625 "3" 118 4
"85" 0.216615612238451 -1.35242253501814 "1" 118 4
"86" -0.938399089262501 0.726533054958774 "3" 118 4
"87" 0.739813333000457 0.451471232863326 "2" 118 4
"88" -0.616035653521777 0.875315059684193 "3" 118 4
