"x" "cl" "nbases" ".sample"
-0.909144720894047 "1" 66 1
-0.724540101862262 "1" 66 1
-0.651037247798339 "1" 66 1
-0.919626150513292 "1" 66 1
-1.12200680681005 "1" 66 1
-1.14607829824615 "1" 66 1
-0.884420514755957 "1" 66 1
-1.29179135439251 "1" 66 1
-1.15628709434004 "1" 66 1
-0.65060673146776 "1" 66 1
-1.09728584347392 "1" 66 1
-1.03714383156756 "1" 66 1
-1.20047498677823 "1" 66 1
-0.971818695697494 "1" 66 1
-1.15292524995802 "1" 66 1
1.78697626597538 "2" 66 1
1.41302494806453 "2" 66 1
0.827866726724918 "2" 66 1
1.19510405407391 "2" 66 1
0.979331428376948 "2" 66 1
0.651545482261018 "2" 66 1
0.959040634677933 "2" 66 1
0.85394716636587 "2" 66 1
0.536069080267857 "2" 66 1
0.779429207737677 "2" 66 1
0.982222983898138 "2" 66 1
0.598466621273232 "2" 66 1
1.40691025391531 "2" 66 1
0.652973888150994 "2" 66 1
1.29227888679191 "2" 66 1
1.41970826393077 "2" 55 2
1.50089885124625 "2" 55 2
0.649241147698663 "2" 55 2
1.16481411132137 "2" 55 2
0.964126889310485 "2" 55 2
1.11640234760506 "2" 55 2
1.17200309832009 "2" 55 2
0.99332459136492 "2" 55 2
1.2812374193639 "2" 55 2
1.40760111500454 "2" 55 2
0.799225077092236 "2" 55 2
1.06930082398081 "2" 55 2
0.846299997333611 "2" 55 2
1.27508108436575 "2" 55 2
1.13194782380967 "2" 55 2
-1.46212515193087 "1" 55 2
-1.29840067701169 "1" 55 2
-0.982812945304998 "1" 55 2
-1.65900470367254 "1" 55 2
-1.37529252343165 "1" 55 2
-1.69813129791618 "1" 55 2
-0.577892521495517 "1" 55 2
-0.735175521619258 "1" 55 2
-0.967006231210974 "1" 55 2
-0.900849301355453 "1" 55 2
-1.105446955389 "1" 55 2
-1.11741387775294 "1" 55 2
-0.993390983492785 "1" 55 2
-0.982227124989857 "1" 55 2
-0.936042825174419 "1" 55 2
1.10984106617217 "2" 63 3
1.35546154908665 "2" 63 3
0.784331115233517 "2" 63 3
0.648349771713193 "2" 63 3
1.28214174377051 "2" 63 3
0.726496588517018 "2" 63 3
1.15892258189169 "2" 63 3
0.873362624870381 "2" 63 3
0.345163197681036 "2" 63 3
1.61641487732281 "2" 63 3
0.658869123811209 "2" 63 3
0.479833753593447 "2" 63 3
0.410348474333243 "2" 63 3
1.38358386293369 "2" 63 3
0.60833293096306 "2" 63 3
-0.426373732175404 "1" 63 3
-0.588259657383707 "1" 63 3
-0.984189352184134 "1" 63 3
-0.822489108909531 "1" 63 3
-1.57232329889597 "1" 63 3
-0.558283559655021 "1" 63 3
-1.15472505874834 "1" 63 3
-0.970752685498387 "1" 63 3
-1.10670767787669 "1" 63 3
-0.929974257354777 "1" 63 3
-0.463932703897235 "1" 63 3
-0.87943238795215 "1" 63 3
-0.976354991454312 "1" 63 3
-0.65614361006686 "1" 63 3
-1.35151117984111 "1" 63 3
-0.838304132880474 "1" 67 4
-1.01726358633586 "1" 67 4
-1.0176021139993 "1" 67 4
-1.48387876919551 "1" 67 4
-0.692105459827758 "1" 67 4
-0.528718067410908 "1" 67 4
-1.074535115132 "1" 67 4
-1.03762333338397 "1" 67 4
-0.965260827571139 "1" 67 4
-1.31940341953137 "1" 67 4
-1.37583149700688 "1" 67 4
-0.846633216558979 "1" 67 4
-1.42973935224617 "1" 67 4
-0.728950128411019 "1" 67 4
-1.44243246301002 "1" 67 4
1.22986232175201 "2" 67 4
1.62229646879868 "2" 67 4
1.32019555863113 "2" 67 4
0.918416837715085 "2" 67 4
0.512804352163353 "2" 67 4
0.794468866325741 "2" 67 4
0.892854528871125 "2" 67 4
0.837751827004321 "2" 67 4
0.850583174925446 "2" 67 4
1.43266075088354 "2" 67 4
1.24068004757032 "2" 67 4
0.308207291886601 "2" 67 4
0.992367179623429 "2" 67 4
1.61811704188984 "2" 67 4
1.22701523446075 "2" 67 4
-0.696741331279279 "1" 82 5
-0.961926371346599 "1" 82 5
-0.636285194753214 "1" 82 5
